timestamp_sec,flow_id,cpu_req,ram_req,msd_req,is_ddos_spike
120.3,FLOW_1203,7.54,2.2,1,0
120.4,FLOW_1204,3.23,2.77,1,0
120.5,FLOW_1205,6.29,3.41,1,0
120.6,FLOW_1206,7.87,4.39,1,0
120.7,FLOW_1207,3.51,1.45,1,0
120.8,FLOW_1208,29.46,18.6,4,0
120.9,FLOW_1209,24.55,17.18,4,0
121.0,FLOW_1210,6.47,4.53,2,0
121.1,FLOW_1211,2.29,2.5,2,0
121.2,FLOW_1212,6.25,2.3,1,0
121.3,FLOW_1213,5.55,1.79,1,0
121.4,FLOW_1214,22.93,16.74,5,0
121.5,FLOW_1215,5.64,4.89,2,0
121.6,FLOW_1216,3.46,4.54,1,0
121.7,FLOW_1217,17.64,15.06,4,0
121.8,FLOW_1218,80.41,49.97,5,1
121.9,FLOW_1219,7.5,2.99,2,0
122.0,FLOW_1220,6.53,1.1,1,0
122.1,FLOW_1221,6.72,2.25,1,0
122.2,FLOW_1222,2.15,3.59,2,0
122.3,FLOW_1223,2.46,4.65,2,0
122.4,FLOW_1224,90.24,35.67,5,1
122.5,FLOW_1225,83.63,40.07,4,1
122.6,FLOW_1226,9.54,5.0,1,0
122.7,FLOW_1227,4.1,4.76,1,0
122.8,FLOW_1228,2.65,3.84,1,0
122.9,FLOW_1229,9.68,4.69,1,0
123.0,FLOW_1230,3.92,2.48,1,0
123.1,FLOW_1231,3.91,2.67,2,0
123.2,FLOW_1232,18.13,10.34,5,0
123.3,FLOW_1233,7.48,1.33,1,0
123.4,FLOW_1234,6.08,2.74,2,0
123.5,FLOW_1235,7.76,1.45,2,0
123.6,FLOW_1236,7.56,2.48,1,0
123.7,FLOW_1237,4.27,1.04,1,0
123.8,FLOW_1238,9.6,3.61,1,0
123.9,FLOW_1239,15.6,10.85,4,0
124.0,FLOW_1240,3.69,4.13,2,0
124.1,FLOW_1241,9.29,3.62,1,0
124.2,FLOW_1242,5.52,3.89,2,0
124.3,FLOW_1243,6.73,2.01,2,0
124.4,FLOW_1244,5.6,1.31,2,0
124.5,FLOW_1245,18.65,19.4,5,0
124.6,FLOW_1246,6.21,2.96,1,0
124.7,FLOW_1247,8.79,4.86,1,0
124.8,FLOW_1248,5.52,2.52,1,0
124.9,FLOW_1249,6.55,1.72,2,0
125.0,FLOW_1250,5.76,2.2,2,0
125.1,FLOW_1251,20.33,19.37,5,0
125.2,FLOW_1252,16.42,9.92,5,0
125.3,FLOW_1253,9.78,2.89,2,0
125.4,FLOW_1254,28.07,8.37,5,0
125.5,FLOW_1255,28.54,9.37,4,0
125.6,FLOW_1256,4.2,1.76,2,0
125.7,FLOW_1257,19.96,11.28,5,0
125.8,FLOW_1258,9.42,2.55,1,0
125.9,FLOW_1259,4.45,2.42,2,0
126.0,FLOW_1260,17.6,9.72,4,0
126.1,FLOW_1261,4.26,3.71,1,0
126.2,FLOW_1262,8.18,3.03,2,0
126.3,FLOW_1263,8.29,4.2,2,0
126.4,FLOW_1264,5.42,3.82,2,0
126.5,FLOW_1265,4.14,4.16,2,0
126.6,FLOW_1266,2.87,1.91,2,0
126.7,FLOW_1267,5.54,3.8,2,0
126.8,FLOW_1268,69.44,48.95,5,1
126.9,FLOW_1269,5.17,2.69,1,0
127.0,FLOW_1270,4.03,1.03,2,0
127.1,FLOW_1271,9.25,3.37,1,0
127.2,FLOW_1272,88.71,47.75,4,1
127.3,FLOW_1273,9.41,3.44,1,0
127.4,FLOW_1274,27.48,9.89,4,0
127.5,FLOW_1275,67.67,40.98,5,1
127.6,FLOW_1276,68.91,46.43,5,1
127.7,FLOW_1277,8.97,4.7,2,0
127.8,FLOW_1278,6.4,4.05,1,0
127.9,FLOW_1279,7.73,1.58,1,0
128.0,FLOW_1280,8.3,4.67,2,0
128.1,FLOW_1281,2.32,3.06,2,0
128.2,FLOW_1282,3.58,2.51,2,0
128.3,FLOW_1283,8.16,2.32,1,0
128.4,FLOW_1284,2.3,2.48,2,0
128.5,FLOW_1285,3.16,1.32,1,0
128.6,FLOW_1286,92.25,42.15,4,1
128.7,FLOW_1287,2.49,1.51,1,0
128.8,FLOW_1288,3.41,4.32,1,0
128.9,FLOW_1289,26.98,18.0,5,0
129.0,FLOW_1290,7.89,3.01,1,0
129.1,FLOW_1291,6.54,1.21,1,0
129.2,FLOW_1292,64.63,47.14,5,1
129.3,FLOW_1293,4.0,2.04,2,0
129.4,FLOW_1294,8.42,1.03,2,0
129.5,FLOW_1295,28.01,13.29,5,0
129.6,FLOW_1296,27.98,16.18,5,0
129.7,FLOW_1297,9.95,4.65,1,0
129.8,FLOW_1298,8.36,3.48,2,0
129.9,FLOW_1299,9.06,2.76,2,0
130.0,FLOW_1300,4.21,3.18,1,0
130.1,FLOW_1301,7.26,4.22,2,0
130.2,FLOW_1302,9.52,2.62,1,0
130.3,FLOW_1303,3.09,1.8,2,0
130.4,FLOW_1304,4.8,1.84,1,0
130.5,FLOW_1305,22.56,12.21,4,0
130.6,FLOW_1306,71.43,43.16,5,1
130.7,FLOW_1307,72.61,49.49,5,1
130.8,FLOW_1308,3.68,3.5,2,0
130.9,FLOW_1309,15.81,18.43,5,0
131.0,FLOW_1310,18.31,13.69,5,0
131.1,FLOW_1311,8.94,1.81,2,0
131.2,FLOW_1312,7.73,2.58,2,0
131.3,FLOW_1313,2.99,4.59,2,0
131.4,FLOW_1314,4.19,3.9,2,0
131.5,FLOW_1315,6.65,3.18,1,0
131.6,FLOW_1316,86.29,47.4,5,1
131.7,FLOW_1317,3.74,2.55,2,0
131.8,FLOW_1318,2.62,3.68,2,0
131.9,FLOW_1319,67.68,30.43,5,1
132.0,FLOW_1320,7.02,2.34,2,0
132.1,FLOW_1321,28.27,11.26,4,0
132.2,FLOW_1322,22.04,10.12,5,0
132.3,FLOW_1323,6.57,3.88,1,0
132.4,FLOW_1324,9.13,2.65,1,0
132.5,FLOW_1325,6.32,1.11,2,0
132.6,FLOW_1326,9.83,1.09,2,0
132.7,FLOW_1327,8.27,3.63,1,0
132.8,FLOW_1328,9.05,1.19,1,0
132.9,FLOW_1329,8.6,3.08,1,0
133.0,FLOW_1330,28.34,11.05,4,0
133.1,FLOW_1331,6.74,3.33,1,0
133.2,FLOW_1332,4.53,2.56,1,0
133.3,FLOW_1333,28.85,10.62,4,0
133.4,FLOW_1334,7.43,1.68,2,0
133.5,FLOW_1335,4.91,3.42,2,0
133.6,FLOW_1336,7.28,2.95,2,0
133.7,FLOW_1337,20.32,10.56,5,0
133.8,FLOW_1338,19.59,10.95,4,0
133.9,FLOW_1339,6.13,1.91,1,0
134.0,FLOW_1340,8.82,3.79,2,0
134.1,FLOW_1341,19.12,14.14,5,0
134.2,FLOW_1342,24.7,9.08,4,0
134.3,FLOW_1343,5.97,4.84,1,0
134.4,FLOW_1344,5.97,1.06,2,0
134.5,FLOW_1345,6.01,1.56,1,0
134.6,FLOW_1346,17.48,9.82,4,0
134.7,FLOW_1347,7.8,1.38,1,0
134.8,FLOW_1348,2.13,4.04,1,0
134.9,FLOW_1349,76.9,30.02,5,1
135.0,FLOW_1350,7.15,4.93,1,0
135.1,FLOW_1351,7.17,1.4,1,0
135.2,FLOW_1352,6.81,2.95,1,0
135.3,FLOW_1353,7.07,4.17,2,0
135.4,FLOW_1354,9.65,4.15,1,0
135.5,FLOW_1355,6.12,4.6,1,0
135.6,FLOW_1356,2.74,2.52,2,0
135.7,FLOW_1357,3.72,3.06,1,0
135.8,FLOW_1358,8.93,3.34,2,0
135.9,FLOW_1359,7.64,2.86,1,0
136.0,FLOW_1360,5.44,4.54,1,0
136.1,FLOW_1361,9.45,3.94,2,0
136.2,FLOW_1362,4.39,1.36,1,0
136.3,FLOW_1363,6.59,3.17,1,0
136.4,FLOW_1364,9.54,1.23,2,0
136.5,FLOW_1365,5.52,1.8,1,0
136.6,FLOW_1366,5.16,1.87,1,0
136.7,FLOW_1367,3.62,3.74,1,0
136.8,FLOW_1368,5.29,4.77,2,0
136.9,FLOW_1369,7.25,1.62,2,0
137.0,FLOW_1370,7.18,3.24,2,0
137.1,FLOW_1371,3.03,4.27,2,0
137.2,FLOW_1372,62.72,47.9,4,1
137.3,FLOW_1373,3.6,2.09,2,0
137.4,FLOW_1374,7.1,4.12,1,0
137.5,FLOW_1375,25.15,13.41,5,0
137.6,FLOW_1376,20.01,16.84,5,0
137.7,FLOW_1377,5.32,3.84,1,0
137.8,FLOW_1378,6.89,1.81,2,0
137.9,FLOW_1379,4.95,1.14,1,0
138.0,FLOW_1380,29.97,14.55,4,0
138.1,FLOW_1381,4.78,1.84,1,0
138.2,FLOW_1382,4.09,3.91,2,0
138.3,FLOW_1383,5.23,4.08,1,0
138.4,FLOW_1384,2.31,4.51,2,0
138.5,FLOW_1385,5.29,1.86,1,0
138.6,FLOW_1386,3.6,4.2,1,0
138.7,FLOW_1387,7.87,3.4,1,0
138.8,FLOW_1388,21.79,14.8,4,0
138.9,FLOW_1389,6.13,2.54,2,0
139.0,FLOW_1390,7.5,4.36,2,0
139.1,FLOW_1391,5.53,4.46,1,0
139.2,FLOW_1392,2.73,2.18,1,0
139.3,FLOW_1393,5.45,2.87,1,0
139.4,FLOW_1394,23.12,16.58,4,0
139.5,FLOW_1395,26.17,14.27,4,0
139.6,FLOW_1396,3.08,1.08,2,0
139.7,FLOW_1397,21.28,8.17,4,0
139.8,FLOW_1398,6.82,3.49,2,0
139.9,FLOW_1399,4.54,4.77,2,0
140.0,FLOW_1400,9.65,2.43,2,0
140.1,FLOW_1401,8.73,3.91,1,0
140.2,FLOW_1402,8.86,3.73,2,0
140.3,FLOW_1403,2.89,3.06,2,0
140.4,FLOW_1404,89.13,35.41,4,1
140.5,FLOW_1405,19.46,8.38,5,0
140.6,FLOW_1406,8.05,2.85,2,0
140.7,FLOW_1407,9.48,3.9,2,0
140.8,FLOW_1408,28.57,14.35,4,0
140.9,FLOW_1409,7.12,3.57,1,0
141.0,FLOW_1410,8.34,3.24,2,0
141.1,FLOW_1411,5.9,3.58,1,0
141.2,FLOW_1412,2.41,1.72,1,0
141.3,FLOW_1413,26.69,10.07,4,0
141.4,FLOW_1414,8.37,2.59,1,0
141.5,FLOW_1415,2.55,3.27,2,0
141.6,FLOW_1416,22.93,19.28,5,0
141.7,FLOW_1417,3.06,4.98,1,0
141.8,FLOW_1418,9.39,4.16,2,0
141.9,FLOW_1419,9.83,2.4,1,0
142.0,FLOW_1420,25.82,18.61,5,0
142.1,FLOW_1421,8.82,4.59,2,0
142.2,FLOW_1422,6.18,2.01,2,0
142.3,FLOW_1423,2.42,4.62,2,0
142.4,FLOW_1424,86.69,41.42,4,1
142.5,FLOW_1425,21.63,14.86,4,0
142.6,FLOW_1426,6.38,3.98,1,0
142.7,FLOW_1427,6.64,2.29,2,0
142.8,FLOW_1428,7.82,1.3,1,0
142.9,FLOW_1429,7.94,4.65,1,0
143.0,FLOW_1430,5.23,1.44,1,0
143.1,FLOW_1431,2.32,4.3,1,0
143.2,FLOW_1432,6.73,2.19,2,0
143.3,FLOW_1433,3.89,2.92,1,0
143.4,FLOW_1434,2.03,4.81,2,0
143.5,FLOW_1435,6.8,4.51,2,0
143.6,FLOW_1436,3.97,3.44,2,0
143.7,FLOW_1437,85.72,45.86,5,1
143.8,FLOW_1438,4.42,4.63,2,0
143.9,FLOW_1439,7.63,2.16,2,0
144.0,FLOW_1440,2.89,1.55,1,0
144.1,FLOW_1441,5.93,4.98,1,0
144.2,FLOW_1442,7.78,1.21,2,0
144.3,FLOW_1443,3.03,3.32,1,0
144.4,FLOW_1444,2.1,4.23,1,0
144.5,FLOW_1445,5.61,1.53,1,0
144.6,FLOW_1446,5.67,4.76,2,0
144.7,FLOW_1447,4.06,4.28,2,0
144.8,FLOW_1448,28.4,9.95,4,0
144.9,FLOW_1449,6.6,4.91,2,0
145.0,FLOW_1450,3.97,4.77,2,0
145.1,FLOW_1451,7.93,1.16,2,0
145.2,FLOW_1452,23.18,10.03,5,0
145.3,FLOW_1453,2.87,4.85,1,0
145.4,FLOW_1454,4.46,1.77,1,0
145.5,FLOW_1455,8.43,4.59,2,0
145.6,FLOW_1456,3.51,2.32,1,0
145.7,FLOW_1457,6.28,4.22,2,0
145.8,FLOW_1458,17.94,16.43,5,0
145.9,FLOW_1459,7.29,3.06,1,0
146.0,FLOW_1460,3.78,2.28,1,0
146.1,FLOW_1461,2.66,1.19,2,0
146.2,FLOW_1462,23.51,11.83,4,0
146.3,FLOW_1463,5.14,4.27,1,0
146.4,FLOW_1464,22.61,9.03,5,0
146.5,FLOW_1465,3.27,3.82,1,0
146.6,FLOW_1466,22.25,13.59,5,0
146.7,FLOW_1467,4.2,4.88,1,0
146.8,FLOW_1468,4.34,3.73,2,0
146.9,FLOW_1469,4.73,1.04,2,0
147.0,FLOW_1470,21.7,12.99,5,0
147.1,FLOW_1471,7.19,1.08,1,0
147.2,FLOW_1472,9.17,1.01,1,0
147.3,FLOW_1473,18.29,15.05,5,0
147.4,FLOW_1474,7.44,4.06,2,0
147.5,FLOW_1475,4.82,3.42,1,0
147.6,FLOW_1476,9.33,3.36,2,0
147.7,FLOW_1477,6.68,2.65,2,0
147.8,FLOW_1478,6.85,2.01,2,0
147.9,FLOW_1479,19.81,13.09,5,0
148.0,FLOW_1480,4.17,4.4,1,0
148.1,FLOW_1481,22.97,8.86,4,0
148.2,FLOW_1482,4.45,5.0,1,0
148.3,FLOW_1483,8.7,1.3,1,0
148.4,FLOW_1484,9.36,1.3,1,0
148.5,FLOW_1485,7.08,4.38,2,0
148.6,FLOW_1486,21.86,12.91,5,0
148.7,FLOW_1487,6.78,1.45,1,0
148.8,FLOW_1488,3.72,4.98,1,0
148.9,FLOW_1489,25.46,9.99,4,0
149.0,FLOW_1490,7.12,4.27,1,0
149.1,FLOW_1491,7.66,1.17,1,0
149.2,FLOW_1492,9.6,2.98,2,0
149.3,FLOW_1493,3.2,2.52,2,0
149.4,FLOW_1494,69.05,32.38,4,1
149.5,FLOW_1495,16.15,11.78,4,0
149.6,FLOW_1496,63.22,38.28,5,1
149.7,FLOW_1497,6.84,1.93,2,0
149.8,FLOW_1498,17.38,15.73,5,0
149.9,FLOW_1499,6.73,3.04,2,0
150.0,FLOW_1500,60.67,32.32,4,1
150.1,FLOW_1501,4.51,1.74,1,0
150.2,FLOW_1502,6.28,2.94,2,0
150.3,FLOW_1503,5.1,1.3,1,0
150.4,FLOW_1504,4.8,1.59,1,0
150.5,FLOW_1505,4.99,1.46,1,0
150.6,FLOW_1506,5.54,2.93,2,0
150.7,FLOW_1507,6.44,4.62,2,0
150.8,FLOW_1508,5.5,4.42,1,0
150.9,FLOW_1509,7.97,3.35,2,0
151.0,FLOW_1510,8.33,3.75,2,0
151.1,FLOW_1511,5.94,4.29,2,0
151.2,FLOW_1512,8.2,3.87,2,0
151.3,FLOW_1513,6.16,4.28,1,0
151.4,FLOW_1514,22.15,18.38,4,0
151.5,FLOW_1515,23.53,14.07,5,0
151.6,FLOW_1516,83.73,48.66,4,1
151.7,FLOW_1517,18.71,19.59,4,0
151.8,FLOW_1518,6.19,3.0,1,0
151.9,FLOW_1519,5.37,2.63,2,0
152.0,FLOW_1520,3.89,1.04,2,0
152.1,FLOW_1521,2.28,3.24,2,0
152.2,FLOW_1522,27.68,14.27,4,0
152.3,FLOW_1523,6.78,3.49,2,0
152.4,FLOW_1524,9.22,4.21,2,0
152.5,FLOW_1525,8.62,4.66,2,0
152.6,FLOW_1526,65.48,31.82,4,1
152.7,FLOW_1527,24.18,10.28,4,0
152.8,FLOW_1528,7.0,4.72,1,0
152.9,FLOW_1529,29.92,13.43,5,0
153.0,FLOW_1530,3.75,4.89,2,0
153.1,FLOW_1531,6.46,1.71,2,0
153.2,FLOW_1532,9.92,2.82,2,0
153.3,FLOW_1533,9.5,4.43,1,0
153.4,FLOW_1534,19.7,8.98,5,0
153.5,FLOW_1535,3.06,1.68,2,0
153.6,FLOW_1536,5.54,3.78,1,0
153.7,FLOW_1537,23.56,15.67,4,0
153.8,FLOW_1538,5.1,2.93,1,0
153.9,FLOW_1539,19.32,16.74,4,0
154.0,FLOW_1540,25.06,11.3,5,0
154.1,FLOW_1541,80.37,31.01,5,1
154.2,FLOW_1542,3.76,2.66,2,0
154.3,FLOW_1543,8.18,3.4,2,0
154.4,FLOW_1544,2.93,4.25,1,0
154.5,FLOW_1545,7.47,4.95,1,0
154.6,FLOW_1546,19.57,12.74,4,0
154.7,FLOW_1547,9.64,3.05,1,0
154.8,FLOW_1548,7.4,3.21,2,0
154.9,FLOW_1549,6.2,2.87,1,0
155.0,FLOW_1550,2.19,2.06,2,0
155.1,FLOW_1551,3.52,2.87,2,0
155.2,FLOW_1552,5.68,2.01,2,0
155.3,FLOW_1553,6.22,4.42,1,0
155.4,FLOW_1554,5.09,3.19,2,0
155.5,FLOW_1555,5.65,2.72,1,0
155.6,FLOW_1556,8.64,3.68,2,0
155.7,FLOW_1557,80.85,42.81,4,1
155.8,FLOW_1558,9.74,1.07,1,0
155.9,FLOW_1559,18.11,19.17,4,0
156.0,FLOW_1560,3.64,4.63,2,0
156.1,FLOW_1561,6.77,4.56,1,0
156.2,FLOW_1562,83.2,46.98,5,1
156.3,FLOW_1563,22.21,10.21,4,0
156.4,FLOW_1564,24.54,9.56,5,0
156.5,FLOW_1565,7.78,4.13,2,0
156.6,FLOW_1566,8.13,2.93,1,0
156.7,FLOW_1567,5.57,2.46,2,0
156.8,FLOW_1568,64.99,41.14,4,1
156.9,FLOW_1569,6.36,3.71,1,0
157.0,FLOW_1570,7.69,1.29,1,0
157.1,FLOW_1571,5.11,3.39,1,0
157.2,FLOW_1572,94.94,49.79,4,1
157.3,FLOW_1573,5.38,2.11,2,0
157.4,FLOW_1574,25.95,9.84,4,0
157.5,FLOW_1575,4.1,1.91,2,0
157.6,FLOW_1576,8.17,1.13,2,0
157.7,FLOW_1577,81.85,45.68,5,1
157.8,FLOW_1578,88.71,33.25,4,1
157.9,FLOW_1579,2.62,4.85,2,0
158.0,FLOW_1580,7.82,4.16,2,0
158.1,FLOW_1581,5.49,4.45,2,0
158.2,FLOW_1582,3.8,3.14,2,0
158.3,FLOW_1583,17.94,8.99,4,0
158.4,FLOW_1584,18.05,12.21,5,0
158.5,FLOW_1585,9.77,1.46,2,0
158.6,FLOW_1586,60.17,37.83,5,1
158.7,FLOW_1587,5.74,3.05,1,0
158.8,FLOW_1588,7.8,1.35,1,0
158.9,FLOW_1589,63.26,42.98,4,1
159.0,FLOW_1590,5.48,4.13,2,0
159.1,FLOW_1591,9.69,3.75,2,0
159.2,FLOW_1592,7.21,3.85,1,0
159.3,FLOW_1593,9.71,3.23,1,0
159.4,FLOW_1594,5.66,4.6,2,0
159.5,FLOW_1595,2.86,3.38,1,0
159.6,FLOW_1596,20.54,10.05,4,0
159.7,FLOW_1597,8.57,2.45,2,0
159.8,FLOW_1598,69.37,48.87,4,1
159.9,FLOW_1599,3.23,2.94,2,0
160.0,FLOW_1600,27.63,8.33,5,0
160.1,FLOW_1601,5.17,2.44,1,0
160.2,FLOW_1602,8.56,4.8,2,0
160.3,FLOW_1603,15.47,17.64,4,0
160.4,FLOW_1604,2.11,2.29,2,0
160.5,FLOW_1605,7.61,2.68,2,0
160.6,FLOW_1606,2.9,1.86,1,0
160.7,FLOW_1607,3.47,2.98,1,0
160.8,FLOW_1608,4.11,4.8,1,0
160.9,FLOW_1609,3.7,3.13,1,0
161.0,FLOW_1610,5.12,4.86,2,0
161.1,FLOW_1611,7.76,4.43,1,0
161.2,FLOW_1612,3.44,3.92,2,0
161.3,FLOW_1613,3.84,4.03,1,0
161.4,FLOW_1614,8.67,4.41,2,0
161.5,FLOW_1615,19.01,16.22,4,0
161.6,FLOW_1616,2.42,3.35,2,0
161.7,FLOW_1617,4.44,1.6,2,0
161.8,FLOW_1618,7.15,3.81,1,0
161.9,FLOW_1619,3.93,2.96,2,0
162.0,FLOW_1620,18.48,10.54,5,0
162.1,FLOW_1621,4.94,1.15,2,0
162.2,FLOW_1622,6.99,1.56,1,0
162.3,FLOW_1623,3.18,4.24,2,0
162.4,FLOW_1624,7.98,4.74,2,0
162.5,FLOW_1625,62.99,36.41,4,1
162.6,FLOW_1626,5.69,1.93,1,0
162.7,FLOW_1627,5.47,2.88,2,0
162.8,FLOW_1628,6.95,4.91,2,0
162.9,FLOW_1629,68.7,36.9,4,1
163.0,FLOW_1630,9.7,1.61,1,0
163.1,FLOW_1631,18.28,10.41,5,0
163.2,FLOW_1632,4.85,1.59,2,0
163.3,FLOW_1633,7.29,2.64,1,0
163.4,FLOW_1634,7.19,1.72,1,0
163.5,FLOW_1635,2.42,3.0,1,0
163.6,FLOW_1636,5.5,2.78,2,0
163.7,FLOW_1637,7.93,3.7,2,0
163.8,FLOW_1638,5.49,2.82,1,0
163.9,FLOW_1639,2.34,3.07,2,0
164.0,FLOW_1640,9.87,2.71,2,0
164.1,FLOW_1641,3.91,2.47,2,0
164.2,FLOW_1642,16.92,12.45,5,0
164.3,FLOW_1643,60.98,39.18,5,1
164.4,FLOW_1644,4.71,3.18,2,0
164.5,FLOW_1645,9.97,3.36,2,0
164.6,FLOW_1646,75.32,34.36,5,1
164.7,FLOW_1647,8.92,4.21,1,0
164.8,FLOW_1648,5.0,2.66,2,0
164.9,FLOW_1649,18.5,16.21,5,0
165.0,FLOW_1650,88.41,32.83,5,1
165.1,FLOW_1651,82.52,38.19,5,1
165.2,FLOW_1652,2.32,4.81,2,0
165.3,FLOW_1653,9.56,3.81,1,0
165.4,FLOW_1654,4.02,3.87,1,0
165.5,FLOW_1655,4.86,3.47,1,0
165.6,FLOW_1656,17.92,19.5,4,0
165.7,FLOW_1657,19.53,8.68,4,0
165.8,FLOW_1658,2.02,4.53,1,0
165.9,FLOW_1659,9.06,3.22,2,0
166.0,FLOW_1660,17.25,17.12,5,0
166.1,FLOW_1661,5.19,4.12,2,0
166.2,FLOW_1662,5.65,3.64,2,0
166.3,FLOW_1663,2.53,1.59,1,0
166.4,FLOW_1664,23.24,9.16,4,0
166.5,FLOW_1665,5.18,3.09,1,0
166.6,FLOW_1666,2.12,1.16,1,0
166.7,FLOW_1667,4.16,2.32,2,0
166.8,FLOW_1668,8.95,1.61,2,0
166.9,FLOW_1669,2.42,4.43,2,0
167.0,FLOW_1670,4.84,2.46,2,0
167.1,FLOW_1671,7.81,1.07,2,0
167.2,FLOW_1672,7.46,3.89,2,0
167.3,FLOW_1673,6.2,4.07,2,0
167.4,FLOW_1674,9.08,2.48,2,0
167.5,FLOW_1675,3.13,1.65,2,0
167.6,FLOW_1676,3.22,2.46,1,0
167.7,FLOW_1677,7.45,1.53,1,0
167.8,FLOW_1678,4.57,2.81,2,0
167.9,FLOW_1679,6.85,2.2,1,0
168.0,FLOW_1680,28.07,9.91,5,0
168.1,FLOW_1681,8.24,2.23,2,0
168.2,FLOW_1682,5.7,4.91,2,0
168.3,FLOW_1683,16.98,13.63,4,0
168.4,FLOW_1684,6.66,2.44,1,0
168.5,FLOW_1685,8.13,1.51,2,0
168.6,FLOW_1686,4.15,1.64,2,0
168.7,FLOW_1687,4.09,3.18,1,0
168.8,FLOW_1688,71.79,30.14,4,1
168.9,FLOW_1689,61.67,40.82,5,1
169.0,FLOW_1690,4.89,4.23,2,0
169.1,FLOW_1691,3.55,2.35,1,0
169.2,FLOW_1692,6.04,2.42,2,0
169.3,FLOW_1693,5.22,1.45,1,0
169.4,FLOW_1694,8.58,2.0,2,0
169.5,FLOW_1695,16.48,8.23,5,0
169.6,FLOW_1696,8.74,4.64,1,0
169.7,FLOW_1697,8.76,1.14,1,0
169.8,FLOW_1698,8.5,2.03,1,0
169.9,FLOW_1699,4.78,3.85,2,0
170.0,FLOW_1700,9.2,4.0,1,0
170.1,FLOW_1701,4.41,1.72,2,0
170.2,FLOW_1702,17.98,19.0,4,0
170.3,FLOW_1703,3.36,4.19,2,0
170.4,FLOW_1704,6.41,4.76,2,0
170.5,FLOW_1705,61.56,38.25,4,1
170.6,FLOW_1706,18.08,19.19,5,0
170.7,FLOW_1707,4.67,3.06,1,0
170.8,FLOW_1708,72.01,36.37,5,1
170.9,FLOW_1709,7.52,1.79,1,0
171.0,FLOW_1710,2.49,4.53,2,0
171.1,FLOW_1711,7.45,1.94,2,0
171.2,FLOW_1712,5.81,4.93,1,0
171.3,FLOW_1713,9.81,2.56,2,0
171.4,FLOW_1714,3.01,3.86,2,0
171.5,FLOW_1715,3.9,3.5,1,0
171.6,FLOW_1716,26.17,12.15,4,0
171.7,FLOW_1717,3.2,1.4,2,0
171.8,FLOW_1718,3.32,4.62,1,0
171.9,FLOW_1719,7.09,3.24,2,0
172.0,FLOW_1720,4.46,4.2,2,0
172.1,FLOW_1721,2.12,3.75,1,0
172.2,FLOW_1722,5.34,4.6,2,0
172.3,FLOW_1723,15.24,18.8,5,0
172.4,FLOW_1724,2.35,1.85,1,0
172.5,FLOW_1725,87.4,46.31,4,1
172.6,FLOW_1726,5.71,3.91,2,0
172.7,FLOW_1727,4.97,4.15,1,0
172.8,FLOW_1728,24.47,13.22,4,0
172.9,FLOW_1729,6.22,4.79,1,0
173.0,FLOW_1730,4.98,4.61,2,0
173.1,FLOW_1731,5.33,4.67,2,0
173.2,FLOW_1732,5.37,2.83,1,0
173.3,FLOW_1733,6.2,4.38,2,0
173.4,FLOW_1734,7.14,1.73,2,0
173.5,FLOW_1735,3.03,3.18,1,0
173.6,FLOW_1736,9.55,3.45,1,0
173.7,FLOW_1737,2.64,1.35,2,0
173.8,FLOW_1738,7.32,3.83,2,0
173.9,FLOW_1739,5.48,2.23,1,0
174.0,FLOW_1740,15.32,9.33,4,0
174.1,FLOW_1741,77.63,40.6,5,1
174.2,FLOW_1742,5.91,1.89,1,0
174.3,FLOW_1743,28.74,17.05,5,0
174.4,FLOW_1744,19.89,8.19,4,0
174.5,FLOW_1745,9.6,4.45,1,0
174.6,FLOW_1746,8.78,1.35,1,0
174.7,FLOW_1747,7.59,3.73,1,0
174.8,FLOW_1748,6.27,3.35,2,0
174.9,FLOW_1749,2.2,1.38,1,0
175.0,FLOW_1750,27.8,9.74,4,0
175.1,FLOW_1751,25.76,12.79,4,0
175.2,FLOW_1752,8.07,1.27,2,0
175.3,FLOW_1753,6.75,2.36,1,0
175.4,FLOW_1754,3.34,2.09,1,0
175.5,FLOW_1755,28.19,17.96,5,0
175.6,FLOW_1756,91.82,36.44,4,1
175.7,FLOW_1757,6.62,2.47,1,0
175.8,FLOW_1758,9.55,2.08,1,0
175.9,FLOW_1759,87.17,46.07,5,1
176.0,FLOW_1760,79.8,44.51,5,1
176.1,FLOW_1761,21.9,15.23,4,0
176.2,FLOW_1762,7.57,1.65,1,0
176.3,FLOW_1763,19.93,12.96,5,0
176.4,FLOW_1764,75.34,40.29,4,1
176.5,FLOW_1765,28.03,14.62,4,0
176.6,FLOW_1766,4.37,3.75,2,0
176.7,FLOW_1767,17.46,17.08,4,0
176.8,FLOW_1768,5.21,1.61,2,0
176.9,FLOW_1769,18.41,16.67,4,0
177.0,FLOW_1770,17.25,16.62,5,0
177.1,FLOW_1771,8.98,4.65,1,0
177.2,FLOW_1772,9.86,1.51,1,0
177.3,FLOW_1773,7.73,3.62,2,0
177.4,FLOW_1774,3.87,4.21,2,0
177.5,FLOW_1775,28.27,18.19,4,0
177.6,FLOW_1776,5.48,1.72,1,0
177.7,FLOW_1777,4.72,3.34,2,0
177.8,FLOW_1778,2.14,3.29,2,0
177.9,FLOW_1779,4.02,2.06,1,0
178.0,FLOW_1780,7.94,1.97,2,0
178.1,FLOW_1781,2.62,3.33,2,0
178.2,FLOW_1782,77.06,41.0,5,1
178.3,FLOW_1783,4.03,2.43,2,0
